Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,TSC1,aipysurusLaevis,GO:0006407,rRNA export from nucleus,The directed movement of rRNA from the nucleus to the cytoplasm; the rRNA is usually in the form of ribonucleoproteins.,BP
Four,OG44830,aipysurusLaevis,GO:0033897,ribonuclease T2 activity,"Catalysis of the two-stage endonucleolytic cleavage to nucleoside 3'-phosphates and 3'-phosphooligonucleotides with 2',3'-cyclic phosphate intermediates.",MF
Four,MYF6,aipysurusLaevis,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,RASL11B,aipysurusLaevis,GO:0005525,GTP binding,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",MF
Four,BDH2,aipysurusLaevis,GO:0003858,3-hydroxybutyrate dehydrogenase activity,Catalysis of the reaction: (R)-3-hydroxybutanoate + NAD(+) = acetoacetate + H(+) + NADH.,MF
Four,YWHAZ,aipysurusLaevis,GO:0031625,ubiquitin protein ligase binding,"Interacting selectively and non-covalently with a ubiquitin protein ligase enzyme, any of the E3 proteins.",MF
Four,YWHAZ,aipysurusLaevis,GO:0051683,establishment of Golgi localization,The directed movement of the Golgi to a specific location.,BP
Four,YWHAZ,aipysurusLaevis,GO:0098686,hippocampal mossy fiber to CA3 synapse,"One of the giant synapses that form between the mossy fiber axons of dentate gyrus granule cells and the large complex spines of CA3 pyramidal cells. It consists of a giant bouton known as the mossy fiber expansion, synapsed to the complex, multiheaded spine (thorny excresence) of a CA3 pyramidal cell.",CC
Four,YWHAZ,aipysurusLaevis,GO:0044325,ion channel binding,"Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient.",MF
Four,YWHAB,aipysurusLaevis,GO:0042826,histone deacetylase binding,Interacting selectively and non-covalently with the enzyme histone deacetylase.,MF
Four,ZFYVE26,aipysurusLaevis,GO:0032266,phosphatidylinositol-3-phosphate binding,"Interacting selectively and non-covalently with phosphatidylinositol-3-phosphate, a derivative of phosphatidylinositol in which the inositol ring is phosphorylated at the 3' position.",MF
Four,ADIPOQ,aipysurusLaevis,GO:0042803,protein homodimerization activity,Interacting selectively and non-covalently with an identical protein to form a homodimer.,MF
Four,ADIPOQ,aipysurusLaevis,GO:0070373,negative regulation of ERK1 and ERK2 cascade,"Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0010875,positive regulation of cholesterol efflux,"Any process that increases the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0032720,negative regulation of tumor necrosis factor production,"Any process that stops, prevents, or reduces the frequency, rate, or extent of tumor necrosis factor production.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0010745,negative regulation of macrophage derived foam cell differentiation,"Any process that decreases the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0032757,positive regulation of interleukin-8 production,"Any process that activates or increases the frequency, rate, or extent of interleukin-8 production.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0034115,negative regulation of heterotypic cell-cell adhesion,"Any process that stops, prevents, or reduces the frequency, rate, or extent of heterotypic cell-cell adhesion.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0071639,positive regulation of monocyte chemotactic protein-1 production,"Any process that activates or increases the frequency, rate, or extent of production of monocyte chemotactic protein-1.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0033691,sialic acid binding,"Interacting selectively and non-covalently with sialic acid, any of a variety of N- or O- substituted derivatives of neuraminic acid, a nine carbon monosaccharide. Sialic acids often occur in polysaccharides, glycoproteins, and glycolipids in animals and bacteria.",MF
Four,ADIPOQ,aipysurusLaevis,GO:0010739,positive regulation of protein kinase A signaling,"Any process that increases the rate, frequency, or extent of protein kinase A signaling. PKA signaling is the series of reactions, mediated by the intracellular serine/threonine kinase protein kinase A, which occurs as a result of a single trigger reaction or compound.",BP
Four,ADIPOQ,aipysurusLaevis,GO:0010804,negative regulation of tumor necrosis factor-mediated signaling pathway,Any process that decreases the rate or extent of the tumor necrosis factor-mediated signaling pathway. The tumor necrosis factor-mediated signaling pathway is the series of molecular signals generated as a consequence of tumor necrosis factor binding to a cell surface receptor.,BP
Four,MARCKSL1,aipysurusLaevis,GO:0005516,calmodulin binding,"Interacting selectively and non-covalently with calmodulin, a calcium-binding protein with many roles, both in the calcium-bound and calcium-free states.",MF
Four,PLCL2,aipysurusLaevis,GO:0004435,phosphatidylinositol phospholipase C activity,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = 1,2-diacylglycerol + 1D-myo-inositol 1,4,5-trisphosphate + H(+).",MF
Four,RND2,aipysurusLaevis,GO:0005525,GTP binding,"Interacting selectively and non-covalently with GTP, guanosine triphosphate.",MF
Four,MALSU1,aipysurusLaevis,GO:0005762,mitochondrial large ribosomal subunit,The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site).,CC
Four,TMED10,aipysurusLaevis,GO:0042589,zymogen granule membrane,The lipid bilayer surrounding a zymogen granule.,CC
Four,TMED10,aipysurusLaevis,GO:0070765,gamma-secretase complex,"A protein complex that has aspartic-type endopeptidase activity, and contains a catalytic subunit, presenilin (PS), that is a prototypical member of the GxGD-type aspartyl peptidases. The complex also contains additional subunits, including nicastrin, APH-1, PEN-2, and a regulatory subunit, CD147. Gamma-secretase cleaves several transmembrane proteins including the cell surface receptor Notch and the amyloid-beta precursor protein.",CC
Four,TMED10,aipysurusLaevis,GO:0106272,protein localization to ERGIC,"A process in which a protein is transported to, or maintained in, a location within the endoplasmic reticulum-Golgi intermediate compartment (ERGIC).",BP
Four,TMED10,aipysurusLaevis,GO:0106273,cytosol to ERGIC protein transport,The directed movement of proteins from the cystosol to the endoplasmic reticulum-Golgi intermediate compartment (ERGIC).,BP
Four,HAND2,aipysurusLaevis,GO:0007512,adult heart development,"The process whose specific outcome is the progression of the adult heart over time, from its formation to the mature structure.",BP
Four,HAND2,aipysurusLaevis,GO:0070888,E-box binding,"Interacting selectively and non-covalently with an E-box, a DNA motif with the consensus sequence CANNTG that is found in the promoters of a wide array of genes expressed in neurons, muscle and other tissues.",MF
Four,HAND2,aipysurusLaevis,GO:0042803,protein homodimerization activity,Interacting selectively and non-covalently with an identical protein to form a homodimer.,MF
Four,HAND2,aipysurusLaevis,GO:0010667,negative regulation of cardiac muscle cell apoptotic process,"Any process that decreases the rate or extent of cardiac cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a cardiac muscle cell and result in its death.",BP
Four,HAND2,aipysurusLaevis,GO:0060982,coronary artery morphogenesis,The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle.,BP
Four,HAND2,aipysurusLaevis,GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Interacting selectively and non-covalently with a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within the regulatory region of a RNA polymerase II-transcribed gene to activate or increase transcription. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units.,MF
Four,HAND2,aipysurusLaevis,GO:0003680,minor groove of adenine-thymine-rich DNA binding,Interacting selectively and non-covalently with the structure formed by the minor groove of adenine-thymine-rich DNA regions. Examples of proteins having this function are AT-rich interaction domain (ARID)-containing proteins.,MF
Four,HAND2,aipysurusLaevis,GO:0001967,suckling behavior,Specific behavior of a newborn or infant mammal that results in the derivation of nourishment from the breast.,BP
Four,HAND2,aipysurusLaevis,GO:0061032,visceral serous pericardium development,The progression of the visceral serous pericardium from its formation to the mature structure. The visceral serous pericardium is the inner layer of the pericardium.,BP
Four,HAND2,aipysurusLaevis,GO:0003219,cardiac right ventricle formation,The developmental process pertaining to the initial formation of a right cardiac ventricle from unspecified parts.,BP
Four,GCA,aipysurusLaevis,GO:0042803,protein homodimerization activity,Interacting selectively and non-covalently with an identical protein to form a homodimer.,MF
Four,GCA,aipysurusLaevis,GO:0046982,protein heterodimerization activity,Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.,MF
Four,PRDX6,aipysurusLaevis,GO:0031625,ubiquitin protein ligase binding,"Interacting selectively and non-covalently with a ubiquitin protein ligase enzyme, any of the E3 proteins.",MF
Four,PRDX6,aipysurusLaevis,GO:0047184,1-acylglycerophosphocholine O-acyltransferase activity,Catalysis of the reaction: 1-acyl-sn-glycero-3-phosphocholine + acyl-CoA = phosphatidylcholine + CoA.,MF
Four,PRDX6,aipysurusLaevis,GO:0004602,glutathione peroxidase activity,Catalysis of the reaction: 2 glutathione + hydrogen peroxide = oxidized glutathione + 2 H2O.,MF
Four,PRDX6,aipysurusLaevis,GO:0047499,calcium-independent phospholipase A2 activity,Catalysis of the reaction: phosphatidylcholine + H2O = 1-acylglycerophosphocholine + a carboxylate. This reaction does not require Ca2+.,MF
Four,PLCL1,aipysurusLaevis,GO:0007214,gamma-aminobutyric acid signaling pathway,"The series of molecular signals generated by the binding of gamma-aminobutyric acid (GABA, 4-aminobutyrate), an amino acid which acts as a neurotransmitter in some organisms, to a cell surface receptor.",BP
Four,PLCL1,aipysurusLaevis,GO:0070679,"inositol 1,4,5 trisphosphate binding","Interacting selectively and non-covalently with inositol 1,4,5 trisphosphate.",MF
Four,PLCL1,aipysurusLaevis,GO:0004435,phosphatidylinositol phospholipase C activity,"Catalysis of the reaction: 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = 1,2-diacylglycerol + 1D-myo-inositol 1,4,5-trisphosphate + H(+).",MF
Four,GPX8,aipysurusLaevis,GO:0004602,glutathione peroxidase activity,Catalysis of the reaction: 2 glutathione + hydrogen peroxide = oxidized glutathione + 2 H2O.,MF
Four,OSTF1,aipysurusLaevis,GO:0017124,SH3 domain binding,"Interacting selectively and non-covalently with a SH3 domain (Src homology 3) of a protein, small protein modules containing approximately 50 amino acid residues found in a great variety of intracellular or membrane-associated proteins.",MF
Four,PSMB3,aipysurusLaevis,GO:0004298,threonine-type endopeptidase activity,Catalysis of the hydrolysis of internal peptide bonds in a polypeptide chain by a mechanism in which the hydroxyl group of a threonine residue at the active center acts as a nucleophile.,MF
Four,JOSD2,aipysurusLaevis,GO:0004843,thiol-dependent ubiquitin-specific protease activity,Catalysis of the thiol-dependent hydrolysis of a peptide bond formed by the C-terminal glycine of ubiquitin and another protein.,MF
Four,UBL4A,aipysurusLaevis,GO:0051087,chaperone binding,"Interacting selectively and non-covalently with a chaperone protein, a class of proteins that bind to nascent or unfolded polypeptides and ensure correct folding or transport.",MF
Four,UBL4A,aipysurusLaevis,GO:0071816,tail-anchored membrane protein insertion into ER membrane,"A process of protein insertion into the endoplasmic reticulum (ER) membrane in which a tail-anchored (TA) transmembrane protein is incorporated into an endoplasmic reticulum (ER) membrane. TA transmembrane protein, also named type II transmembrane proteins, contain a single C- terminal transmembrane region.",BP
Four,UBL4A,aipysurusLaevis,GO:0071818,BAT3 complex,"A protein complex consisting of BAT3 (BAG6) and its cofactors. In mammals these cofactors are TRC35 (GET4) and UBL4A. It facilitates tail-anchored protein capture by ASNA1/TRC4 and also chaperones polypeptides from the endoplasmic reticulum retrotranslocation machinery to the proteasome, maintaining the solubility of substrates to improve ER-associated protein degradation (ERAD).",CC
Four,ASF1A,aipysurusLaevis,GO:0006335,DNA replication-dependent nucleosome assembly,"The formation of nucleosomes on newly replicated DNA, coupled to strand elongation.",BP
Four,HIKESHI,aipysurusLaevis,GO:0030544,Hsp70 protein binding,"Interacting selectively and non-covalently with Hsp70 proteins, any of a group of heat shock proteins around 70kDa in size.",MF
Four,HIKESHI,aipysurusLaevis,GO:0061608,nuclear import signal receptor activity,"Combining with a nuclear import signal (NIS) on a cargo to be transported, to mediate transport of the cargo through the nuclear pore, from the cytoplasm to the nuclear lumen. The cargo can be either a RNA or a protein.",MF
Four,CNTF,aipysurusLaevis,GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,"A series of molecular signals initiated by the binding of a ciliary neurotrophic factor (CNTF) to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription.",BP
Four,CNTF,aipysurusLaevis,GO:0005127,ciliary neurotrophic factor receptor binding,Interacting selectively and non-covalently with the ciliary neurotrophic factor receptor.,MF
Four,CNTF,aipysurusLaevis,GO:0008083,growth factor activity,The function that stimulates a cell to grow or proliferate. Most growth factors have other actions besides the induction of cell growth or proliferation.,MF
Four,CNTF,aipysurusLaevis,GO:0005138,interleukin-6 receptor binding,Interacting selectively and non-covalently with the interleukin-6 receptor.,MF
Four,CNTF,aipysurusLaevis,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,"Any process that activates or increases the frequency, rate or extent of the introduction of a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein.",BP
Four,SRI,aipysurusLaevis,GO:0046982,protein heterodimerization activity,Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.,MF
Four,SRI,aipysurusLaevis,GO:0060315,negative regulation of ryanodine-sensitive calcium-release channel activity,Any process that decreases the activity of a ryanodine-sensitive calcium-release channel. The ryanodine-sensitive calcium-release channel catalyzes the transmembrane transfer of a calcium ion by a channel that opens when a ryanodine class ligand has been bound by the channel complex or one of its constituent parts.,BP
Four,SRI,aipysurusLaevis,GO:0042584,chromaffin granule membrane,"The lipid bilayer surrounding a chromaffin granule, a specialized secretory vesicle found in the cells of adrenal glands and various other organs, which is concerned with the synthesis, storage, metabolism, and secretion of epinephrine and norepinephrine.",CC
Four,SRI,aipysurusLaevis,GO:0035774,positive regulation of insulin secretion involved in cellular response to glucose stimulus,"Any process that increases the frequency, rate or extent of the regulated release of insulin that contributes to the response of a cell to glucose.",BP
Four,PHF20,aipysurusLaevis,GO:0071339,MLL1 complex,"A protein complex that can methylate lysine-4 of histone H3. MLL1/MLL is the catalytic methyltransferase subunit, and the complex also contains the core components ASH2L, HCFC1/HCF1 WDR5 and RBBP5.",CC
Four,PHF20,aipysurusLaevis,GO:0043981,histone H4-K5 acetylation,The modification of histone H4 by the addition of an acetyl group to a lysine residue at position 5 of the histone.,BP
Four,PHF20,aipysurusLaevis,GO:0043982,histone H4-K8 acetylation,The modification of histone H4 by the addition of an acetyl group to a lysine residue at position 8 of the histone.,BP
Four,DHX16,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,DHX16,aipysurusLaevis,GO:0071005,U2-type precatalytic spliceosome,"A spliceosomal complex that is formed by the recruitment of the preassembled U4/U6.U5 tri-snRNP to the prespliceosome. Although all 5 snRNPs are present, the precatalytic spliceosome is catalytically inactive. The precatalytic spliceosome includes many proteins in addition to those found in the U1, U2 and U4/U6.U5 snRNPs.",CC
Four,RANGRF,aipysurusLaevis,GO:0044325,ion channel binding,"Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient.",MF
Four,RANGRF,aipysurusLaevis,GO:0098909,regulation of cardiac muscle cell action potential involved in regulation of contraction,"Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination in a cardiac muscle cell contributing to the regulation of its contraction.",BP
Four,RANGRF,aipysurusLaevis,GO:0098905,regulation of bundle of His cell action potential,"Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination in a cardiac muscle cell of the bundle of His. This typically occurs via modulation of the activity or expression of voltage-gated ion channels.",BP
Four,RANGRF,aipysurusLaevis,GO:0090226,regulation of microtubule nucleation by Ran protein signal transduction,"Any series of molecular signals in which a Ran GTPase relays one or more of the signals resulting in the modulation of the rate, frequency or extent of microtubule nucleation.",BP
Four,OG54229,aipysurusLaevis,GO:0045454,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,BP
Four,DUSP3,aipysurusLaevis,GO:0070373,negative regulation of ERK1 and ERK2 cascade,"Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.",BP
Four,DUSP3,aipysurusLaevis,GO:0071364,cellular response to epidermal growth factor stimulus,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus.",BP
Four,MRPL49,aipysurusLaevis,GO:0005762,mitochondrial large ribosomal subunit,The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site).,CC
Four,RIPOR1,aipysurusLaevis,GO:0071889,14-3-3 protein binding,"Interacting selectively and non-covalently with a 14-3-3 protein. A 14-3-3 protein is any of a large family of approximately 30kDa acidic proteins which exist primarily as homo- and heterodimers within all eukaryotic cells, and have been implicated in the modulation of distinct biological processes by binding to specific phosphorylated sites on diverse target proteins, thereby forcing conformational changes or influencing interactions between their targets and other molecules. Each 14-3-3 protein sequence can be roughly divided into three sections: a divergent amino terminus, the conserved core region and a divergent carboxy-terminus. The conserved middle core region of the 14-3-3s encodes an amphipathic groove that forms the main functional domain, a cradle for interacting with client proteins.",MF
Four,RIPOR1,aipysurusLaevis,GO:0051683,establishment of Golgi localization,The directed movement of the Golgi to a specific location.,BP
Four,NDUFA8,aipysurusLaevis,GO:0032981,mitochondrial respiratory chain complex I assembly,"The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I.",BP
Four,KIF5A,aipysurusLaevis,GO:0019894,kinesin binding,"Interacting selectively and non-covalently and stoichiometrically with kinesin, a member of a superfamily of microtubule-based motor proteins that perform force-generating tasks such as organelle transport and chromosome segregation.",MF
Four,KIF5A,aipysurusLaevis,GO:0098971,anterograde dendritic transport of neurotransmitter receptor complex,The directed movement of a neurotransmitter receptor complex along microtubules in nerve cell dendrites towards the postsynapse.,BP
Four,KIF5A,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,TXNDC12,aipysurusLaevis,GO:0045454,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,BP
Four,PTGES3,aipysurusLaevis,GO:0051879,Hsp90 protein binding,"Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size.",MF
Four,PTGES3,aipysurusLaevis,GO:0070182,DNA polymerase binding,Interacting selectively and non-covalently with a DNA polymerase.,MF
Four,PTGES3,aipysurusLaevis,GO:0051082,unfolded protein binding,Interacting selectively and non-covalently with an unfolded protein.,MF
Four,PTGES3,aipysurusLaevis,GO:0050821,protein stabilization,Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation.,BP
Four,PTGES3,aipysurusLaevis,GO:0050220,prostaglandin-E synthase activity,Catalysis of the reaction: prostaglandin H(2) = prostaglandin E(2).,MF
Four,PTGES3,aipysurusLaevis,GO:0051085,chaperone cofactor-dependent protein refolding,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release.",BP
Four,GSKIP,aipysurusLaevis,GO:0034237,protein kinase A regulatory subunit binding,Interacting selectively and non-covalently with one or both of the regulatory subunits of protein kinase A.,MF
Four,VPS54,aipysurusLaevis,GO:0000938,GARP complex,A quatrefoil tethering complex required for retrograde traffic from the early endosome back to the late Golgi and biogenesis of cytoplasmic vesicles.,CC
Four,VPS54,aipysurusLaevis,GO:0060052,neurofilament cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising neurofilaments and their associated proteins.",BP
Four,OG64385,aipysurusLaevis,GO:0046982,protein heterodimerization activity,Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.,MF
Four,KIF23,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,CBY1,aipysurusLaevis,GO:0005814,centriole,"A cellular organelle, found close to the nucleus in many eukaryotic cells, consisting of a small cylinder with microtubular walls, 300-500 nm long and 150-250 nm in diameter. It contains nine short, parallel, peripheral microtubular fibrils, each fibril consisting of one complete microtubule fused to two incomplete microtubules. Cells usually have two centrioles, lying at right angles to each other. At division, each pair of centrioles generates another pair and the twin pairs form the pole of the mitotic spindle.",CC
Four,ROR2,aipysurusLaevis,GO:0017147,Wnt-protein binding,"Interacting selectively and non-covalently with Wnt-protein, a secreted growth factor involved in signaling.",MF
Four,ROR2,aipysurusLaevis,GO:0005109,frizzled binding,Interacting selectively and non-covalently with a frizzled (fz) receptor.,MF
Four,ROR2,aipysurusLaevis,GO:0031435,mitogen-activated protein kinase kinase kinase binding,"Interacting selectively and non-covalently with a mitogen-activated protein kinase kinase kinase, any protein that can phosphorylate a MAP kinase kinase.",MF
Four,ROR2,aipysurusLaevis,GO:0030538,embryonic genitalia morphogenesis,"The process, occurring in the embryo, by which the anatomical structures of the genitalia are generated and organized.",BP
Four,ROR2,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,CABP4,aipysurusLaevis,GO:0044325,ion channel binding,"Interacting selectively and non-covalently with one or more specific sites on an ion channel, a protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective ion transport down its electrochemical gradient.",MF
Four,CABP4,aipysurusLaevis,GO:0046549,retinal cone cell development,"Development of a cone cell, one of the sensory cells in the eye that reacts to the presence of light. Cone cells contain the photopigment iodopsin or cyanopsin and are responsible for photopic (daylight) vision.",BP
Four,RNF111,aipysurusLaevis,GO:0030511,positive regulation of transforming growth factor beta receptor signaling pathway,"Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity.",BP
Four,RNF111,aipysurusLaevis,GO:0030579,ubiquitin-dependent SMAD protein catabolic process,The chemical reactions and pathways resulting in the breakdown of SMAD signaling proteins by ubiquitination and targeting to the proteasome.,BP
Four,RNF111,aipysurusLaevis,GO:0032184,SUMO polymer binding,Interacting selectively and non-covalently with a polymer of the small ubiquitin-like protein SUMO.,MF
Four,MAP3K14,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,HCN3,aipysurusLaevis,GO:0030552,cAMP binding,"Interacting selectively and non-covalently with cAMP, the nucleotide cyclic AMP (adenosine 3',5'-cyclophosphate).",MF
Four,IL6ST,aipysurusLaevis,GO:0005127,ciliary neurotrophic factor receptor binding,Interacting selectively and non-covalently with the ciliary neurotrophic factor receptor.,MF
Four,IL6ST,aipysurusLaevis,GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,"Any process that activates or increases the frequency, rate or extent of the introduction of a phosphate group to a tyrosine residue of a STAT (Signal Transducer and Activator of Transcription) protein.",BP
Four,IL6ST,aipysurusLaevis,GO:0004923,leukemia inhibitory factor receptor activity,Combining with leukemia inhibitory factor (LIF) and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.,MF
Four,IL6ST,aipysurusLaevis,GO:0004924,oncostatin-M receptor activity,Combining with oncostatin-M and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.,MF
Four,IL6ST,aipysurusLaevis,GO:0038165,oncostatin-M-mediated signaling pathway,"A series of molecular signals initiated by the binding of oncostatin-M (OSM) to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription. OSM can signal via at least two different receptors (a specific receptor and a LIF receptor) to activate different downstream signal transduction pathways.",BP
Four,IL6ST,aipysurusLaevis,GO:0070120,ciliary neurotrophic factor-mediated signaling pathway,"A series of molecular signals initiated by the binding of a ciliary neurotrophic factor (CNTF) to a receptor on the surface of a cell, and ending with regulation of a downstream cellular process, e.g. transcription.",BP
Four,IL6ST,aipysurusLaevis,GO:0005138,interleukin-6 receptor binding,Interacting selectively and non-covalently with the interleukin-6 receptor.,MF
Four,IL6ST,aipysurusLaevis,GO:0004915,interleukin-6 receptor activity,Combining with interleukin-6 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.,MF
Four,IL6ST,aipysurusLaevis,GO:0004921,interleukin-11 receptor activity,Combining with interleukin-11 and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity.,MF
Four,IL6ST,aipysurusLaevis,GO:0019970,interleukin-11 binding,Interacting selectively and non-covalently with interleukin-11.,MF
Four,IL6ST,aipysurusLaevis,GO:0019981,interleukin-6 binding,Interacting selectively and non-covalently with interleukin-6.,MF
Four,IL6ST,aipysurusLaevis,GO:0005896,interleukin-6 receptor complex,"A hexameric protein complex consisting of two molecules each of interleukin-6, interleukin-6 receptor alpha chain, and gp-130.",CC
Four,IL6ST,aipysurusLaevis,GO:0005900,oncostatin-M receptor complex,A heterodimeric receptor for the cytokine oncostatin-M (OSM). In humans the receptor complex is made up of the gene products gp130 and OSMR-beta.,CC
Four,IL6ST,aipysurusLaevis,GO:0070110,ciliary neurotrophic factor receptor complex,A protein complex that acts as a receptor for the cytokine ciliary neurotrophic factor (CNTF). In humans the receptor complex is a hexamer composed of two molecules each of CNTF and CNTFR and one molecule each of gp130 and LIFR.,CC
Four,RASIP1,aipysurusLaevis,GO:0042803,protein homodimerization activity,Interacting selectively and non-covalently with an identical protein to form a homodimer.,MF
Four,RASIP1,aipysurusLaevis,GO:0035024,negative regulation of Rho protein signal transduction,"Any process that stops, prevents, or reduces the frequency, rate or extent of Rho protein signal transduction.",BP
Four,HSPE1,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,MCM2,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,RBBP8,aipysurusLaevis,GO:0010792,DNA double-strand break processing involved in repair via single-strand annealing,The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang that results in the repair of a double strand break via single-strand annealing.,BP
Four,PMS2,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,BICD2,aipysurusLaevis,GO:0070840,dynein complex binding,"Interacting selectively and non-covalently with a dynein complex, a protein complex that contains two or three dynein heavy chains and several light chains, and has microtubule motor activity.",MF
Four,BICD2,aipysurusLaevis,GO:0005642,annulate lamellae,"Stacks of endoplasmic reticulum (ER) membranes containing a high density of nuclear pores, thought to form from excess nuclear membrane components, that have been described in a number of different cells. Annulate lamellar membranes are continuous with and embedded within the ER.",CC
Four,RASA2,aipysurusLaevis,GO:0005096,GTPase activator activity,"Binds to and increases the activity of a GTPase, an enzyme that catalyzes the hydrolysis of GTP.",MF
