Dataset,Gene,Species,GO-term,Term,Definition,Ontology
Four,DUSP3,aipysurusLaevis,GO:0016311,dephosphorylation,The process of removing one or more phosphoric (ester or anhydride) residues from a molecule.,BP
Four,DUSP3,aipysurusLaevis,GO:0008092,cytoskeletal protein binding,"Interacting selectively and non-covalently with any protein component of any cytoskeleton (actin, microtubule, or intermediate filament cytoskeleton).",MF
Four,DUSP3,aipysurusLaevis,GO:0051893,regulation of focal adhesion assembly,"Any process that modulates the frequency, rate or extent of focal adhesion formation, the establishment and maturation of focal adhesions.",BP
Four,DUSP3,aipysurusLaevis,GO:0030971,receptor tyrosine kinase binding,Interacting selectively and non-covalently with a receptor that possesses protein tyrosine kinase activity.,MF
Four,DUSP3,aipysurusLaevis,GO:0033549,MAP kinase phosphatase activity,Catalysis of the reaction: a phosphorylated MAP kinase + H2O = a MAP kinase + phosphate.,MF
Four,DUSP3,aipysurusLaevis,GO:0000188,inactivation of MAPK activity,Any process that terminates the activity of the active enzyme MAP kinase.,BP
Four,DUSP3,aipysurusLaevis,GO:0043409,negative regulation of MAPK cascade,"Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction mediated by the MAPKKK cascade.",BP
Four,DUSP3,aipysurusLaevis,GO:0050860,negative regulation of T cell receptor signaling pathway,"Any process that stops, prevents, or reduces the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell.",BP
Four,DUSP3,aipysurusLaevis,GO:0050868,negative regulation of T cell activation,"Any process that stops, prevents, or reduces the frequency, rate or extent of T cell activation.",BP
Four,DUSP3,aipysurusLaevis,GO:0050922,negative regulation of chemotaxis,"Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient.",BP
Four,DUSP3,aipysurusLaevis,GO:0071364,cellular response to epidermal growth factor stimulus,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus.",BP
Four,DUSP3,aipysurusLaevis,GO:0001772,immunological synapse,"An area of close contact between a lymphocyte (T-, B-, or natural killer cell) and a target cell formed through the clustering of particular signaling and adhesion molecules and their associated membrane rafts on both the lymphocyte and the target cell and facilitating activation of the lymphocyte, transfer of membrane from the target cell to the lymphocyte, and in some situations killing of the target cell through release of secretory granules and/or death-pathway ligand-receptor interaction.",CC
Four,DUSP3,aipysurusLaevis,GO:0006470,protein dephosphorylation,The process of removing one or more phosphoric residues from a protein.,BP
Four,DBNDD2,aipysurusLaevis,GO:0006469,negative regulation of protein kinase activity,"Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity.",BP
Four,DBNDD2,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,MRPL49,aipysurusLaevis,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",CC
Four,MRPL49,aipysurusLaevis,GO:0005762,mitochondrial large ribosomal subunit,The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site).,CC
Four,MRPL49,aipysurusLaevis,GO:0005761,mitochondrial ribosome,A ribosome found in the mitochondrion of a eukaryotic cell; contains a characteristic set of proteins distinct from those of cytosolic ribosomes.,CC
Four,MRPL49,aipysurusLaevis,GO:0005840,ribosome,"An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins.",CC
Four,MRPL49,aipysurusLaevis,GO:0006412,translation,"The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome.",BP
Four,MRPL49,aipysurusLaevis,GO:0003735,structural constituent of ribosome,The action of a molecule that contributes to the structural integrity of the ribosome.,MF
Four,MRPL49,aipysurusLaevis,GO:0005622,intracellular,"The living contents of a cell; the matter contained within (but not including) the plasma membrane, usually taken to exclude large vacuoles and masses of secretory or ingested material. In eukaryotes it includes the nucleus and cytoplasm.",CC
Four,RIPOR1,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,RIPOR1,aipysurusLaevis,GO:0016020,membrane,A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.,CC
Four,RIPOR1,aipysurusLaevis,GO:0005794,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways.",CC
Four,RIPOR1,aipysurusLaevis,GO:0009267,cellular response to starvation,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nourishment.",BP
Four,RIPOR1,aipysurusLaevis,GO:0030335,positive regulation of cell migration,"Any process that activates or increases the frequency, rate or extent of cell migration.",BP
Four,RIPOR1,aipysurusLaevis,GO:0034067,protein localization to Golgi apparatus,"A process in which a protein is transported to, or maintained in, a location within the Golgi apparatus.",BP
Four,RIPOR1,aipysurusLaevis,GO:0071889,14-3-3 protein binding,"Interacting selectively and non-covalently with a 14-3-3 protein. A 14-3-3 protein is any of a large family of approximately 30kDa acidic proteins which exist primarily as homo- and heterodimers within all eukaryotic cells, and have been implicated in the modulation of distinct biological processes by binding to specific phosphorylated sites on diverse target proteins, thereby forcing conformational changes or influencing interactions between their targets and other molecules. Each 14-3-3 protein sequence can be roughly divided into three sections: a divergent amino terminus, the conserved core region and a divergent carboxy-terminus. The conserved middle core region of the 14-3-3s encodes an amphipathic groove that forms the main functional domain, a cradle for interacting with client proteins.",MF
Four,RIPOR1,aipysurusLaevis,GO:0051683,establishment of Golgi localization,The directed movement of the Golgi to a specific location.,BP
Four,RIPOR1,aipysurusLaevis,GO:0090316,positive regulation of intracellular protein transport,"Any process that activates or increases the frequency, rate or extent of the directed movement of proteins within cells.",BP
Four,RIPOR1,aipysurusLaevis,GO:0009611,response to wounding,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism.",BP
Four,RIPOR1,aipysurusLaevis,GO:0007266,Rho protein signal transduction,A series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state.,BP
Four,NDUFA8,aipysurusLaevis,GO:0005758,mitochondrial intermembrane space,The region between the inner and outer lipid bilayers of the mitochondrial envelope.,CC
Four,NDUFA8,aipysurusLaevis,GO:0005739,mitochondrion,"A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration.",CC
Four,NDUFA8,aipysurusLaevis,GO:0044877,protein-containing complex binding,Interacting selectively and non-covalently with a macromolecular complex.,MF
Four,NDUFA8,aipysurusLaevis,GO:0032981,mitochondrial respiratory chain complex I assembly,"The aggregation, arrangement and bonding together of a set of components to form mitochondrial respiratory chain complex I.",BP
Four,NDUFA8,aipysurusLaevis,GO:0005747,mitochondrial respiratory chain complex I,"A protein complex located in the mitochondrial inner membrane that forms part of the mitochondrial respiratory chain. It contains about 25 different polypeptide subunits, including NADH dehydrogenase (ubiquinone), flavin mononucleotide and several different iron-sulfur clusters containing non-heme iron. The iron undergoes oxidation-reduction between Fe(II) and Fe(III), and catalyzes proton translocation linked to the oxidation of NADH by ubiquinone.",CC
Four,NDUFA8,aipysurusLaevis,GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation.,BP
Four,KIF5A,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,KIF5A,aipysurusLaevis,GO:0043025,neuronal cell body,"The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites.",CC
Four,KIF5A,aipysurusLaevis,GO:0008017,microtubule binding,"Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers.",MF
Four,KIF5A,aipysurusLaevis,GO:0043005,neuron projection,"A prolongation or process extending from a nerve cell, e.g. an axon or dendrite.",CC
Four,KIF5A,aipysurusLaevis,GO:0035253,ciliary rootlet,"A cytoskeleton-like structure, originating from the basal body at the proximal end of a cilium, and extending proximally toward the cell nucleus. Rootlets are typically 80-100 nm in diameter and contain cross striae distributed at regular intervals of approximately 55-70 nm.",CC
Four,KIF5A,aipysurusLaevis,GO:0016192,vesicle-mediated transport,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",BP
Four,KIF5A,aipysurusLaevis,GO:0019894,kinesin binding,"Interacting selectively and non-covalently and stoichiometrically with kinesin, a member of a superfamily of microtubule-based motor proteins that perform force-generating tasks such as organelle transport and chromosome segregation.",MF
Four,KIF5A,aipysurusLaevis,GO:0098971,anterograde dendritic transport of neurotransmitter receptor complex,The directed movement of a neurotransmitter receptor complex along microtubules in nerve cell dendrites towards the postsynapse.,BP
Four,KIF5A,aipysurusLaevis,GO:0007018,microtubule-based movement,"A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules.",BP
Four,KIF5A,aipysurusLaevis,GO:0003777,microtubule motor activity,"Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP).",MF
Four,KIF5A,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,TXNDC12,aipysurusLaevis,GO:0005783,endoplasmic reticulum,"The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached).",CC
Four,TXNDC12,aipysurusLaevis,GO:0005788,endoplasmic reticulum lumen,The volume enclosed by the membranes of the endoplasmic reticulum.,CC
Four,TXNDC12,aipysurusLaevis,GO:0015037,peptide disulfide oxidoreductase activity,Catalysis of the reaction: a peptide with reduced sulfide groups = a peptide with oxidized disulfide bonds.,MF
Four,TXNDC12,aipysurusLaevis,GO:0045454,cell redox homeostasis,Any process that maintains the redox environment of a cell or compartment within a cell.,BP
Four,ARPC4,aipysurusLaevis,GO:0030674,protein-macromolecule adaptor activity,"The binding activity of a protein that brings together two macromolecules in contact, permitting those molecules to function in a coordinated way. The adaptor can bring together two proteins, or a protein and another macromolecule such as a lipid or a nucleic acid.",MF
Four,ARPC4,aipysurusLaevis,GO:0019899,enzyme binding,Interacting selectively and non-covalently with any enzyme.,MF
Four,ARPC4,aipysurusLaevis,GO:0051015,actin filament binding,"Interacting selectively and non-covalently with an actin filament, also known as F-actin, a helical filamentous polymer of globular G-actin subunits.",MF
Four,ARPC4,aipysurusLaevis,GO:0005200,structural constituent of cytoskeleton,The action of a molecule that contributes to the structural integrity of a cytoskeletal structure.,MF
Four,ARPC4,aipysurusLaevis,GO:0034314,Arp2/3 complex-mediated actin nucleation,The actin nucleation process in which actin monomers combine to form a new branch on the side of an existing actin filament; mediated by the Arp2/3 protein complex and its interaction with other proteins.,BP
Four,ARPC4,aipysurusLaevis,GO:0005885,Arp2/3 protein complex,"A stable protein complex that contains two actin-related proteins, Arp2 and Arp3, and five novel proteins (ARPC1-5), and functions in the nucleation of branched actin filaments.",CC
Four,ARPC4,aipysurusLaevis,GO:0030833,regulation of actin filament polymerization,"Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament.",BP
Four,ARPC4,aipysurusLaevis,GO:0030041,actin filament polymerization,Assembly of actin filaments by the addition of actin monomers to a filament.,BP
Four,ARPC4,aipysurusLaevis,GO:0015629,actin cytoskeleton,The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes.,CC
Four,PTGES3,aipysurusLaevis,GO:0003720,telomerase activity,Catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1). Catalyzes extension of the 3'- end of a DNA strand by one deoxynucleotide at a time using an internal RNA template that encodes the telomeric repeat sequence.,MF
Four,PTGES3,aipysurusLaevis,GO:0007004,telomere maintenance via telomerase,The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase.,BP
Four,PTGES3,aipysurusLaevis,GO:0051973,positive regulation of telomerase activity,"Any process that activates or increases the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1).",BP
Four,PTGES3,aipysurusLaevis,GO:0005697,telomerase holoenzyme complex,"Telomerase is a ribonucleoprotein enzyme complex, with a minimal catalytic core composed of a catalytic reverse transcriptase subunit and an RNA subunit that provides the template for telomeric DNA addition. In vivo, the holoenzyme complex often contains additional subunits.",CC
Four,PTGES3,aipysurusLaevis,GO:0043588,skin development,"The process whose specific outcome is the progression of the skin over time, from its formation to the mature structure. The skin is the external membranous integument of an animal. In vertebrates the skin generally consists of two layers, an outer nonsensitive and nonvascular epidermis (cuticle or skarfskin) composed of cells which are constantly growing and multiplying in the deeper, and being thrown off in the superficial layers, as well as an inner vascular dermis (cutis, corium or true skin) composed mostly of connective tissue.",BP
Four,PTGES3,aipysurusLaevis,GO:0008283,cell population proliferation,"The multiplication or reproduction of cells, resulting in the expansion of a cell population.",BP
Four,PTGES3,aipysurusLaevis,GO:0032991,protein-containing complex,"A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together.",CC
Four,PTGES3,aipysurusLaevis,GO:0051879,Hsp90 protein binding,"Interacting selectively and non-covalently with Hsp90 proteins, any of a group of heat shock proteins around 90kDa in size.",MF
Four,PTGES3,aipysurusLaevis,GO:0070182,DNA polymerase binding,Interacting selectively and non-covalently with a DNA polymerase.,MF
Four,PTGES3,aipysurusLaevis,GO:0042327,positive regulation of phosphorylation,"Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule.",BP
Four,PTGES3,aipysurusLaevis,GO:0060430,lung saccule development,The biological process whose specific outcome is the progression of a lung saccule from an initial condition to its mature state. The lung saccule is the primitive gas exchange portion of the lung composed of type I and type II cells.,BP
Four,PTGES3,aipysurusLaevis,GO:0051082,unfolded protein binding,Interacting selectively and non-covalently with an unfolded protein.,MF
Four,PTGES3,aipysurusLaevis,GO:0050821,protein stabilization,Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation.,BP
Four,PTGES3,aipysurusLaevis,GO:0101031,chaperone complex,"A protein complex required for the non-covalent folding or unfolding, maturation, stabilization or assembly or disassembly of macromolecular structures. Usually active during or immediately after completion of translation. Many chaperone complexes contain heat shock proteins.",CC
Four,PTGES3,aipysurusLaevis,GO:0051131,chaperone-mediated protein complex assembly,"The aggregation, arrangement and bonding together of a set of components to form a protein complex, mediated by chaperone molecules that do not form part of the finished complex.",BP
Four,PTGES3,aipysurusLaevis,GO:0050220,prostaglandin-E synthase activity,Catalysis of the reaction: prostaglandin H(2) = prostaglandin E(2).,MF
Four,PTGES3,aipysurusLaevis,GO:0001516,prostaglandin biosynthetic process,"The chemical reactions and pathways resulting in the formation of prostaglandins, any of a group of biologically active metabolites which contain a cyclopentane ring.",BP
Four,PTGES3,aipysurusLaevis,GO:0051085,chaperone cofactor-dependent protein refolding,"The process of assisting in the correct posttranslational noncovalent assembly of proteins, which is dependent on additional protein cofactors. This process occurs over one or several cycles of nucleotide hydrolysis-dependent binding and release.",BP
Four,PTGES3,aipysurusLaevis,GO:0005978,glycogen biosynthetic process,"The chemical reactions and pathways resulting in the formation of glycogen, a polydisperse, highly branched glucan composed of chains of D-glucose residues.",BP
Four,PTGES3,aipysurusLaevis,GO:0042921,glucocorticoid receptor signaling pathway,Any series of molecular signals generated as a consequence of a glucocorticoid binding to its receptor.,BP
Four,STOX2,aipysurusLaevis,GO:0001893,maternal placenta development,"Maternally driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin.",BP
Four,STOX2,aipysurusLaevis,GO:0009792,embryo development ending in birth or egg hatching,"The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell.",BP
Four,STOX2,aipysurusLaevis,GO:0006357,regulation of transcription by RNA polymerase II,"Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.",BP
Four,SLTM,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,SLTM,aipysurusLaevis,GO:0016604,nuclear body,Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins.,CC
Four,SLTM,aipysurusLaevis,GO:0003676,nucleic acid binding,Interacting selectively and non-covalently with any nucleic acid.,MF
Four,AP1S3,aipysurusLaevis,GO:0043231,intracellular membrane-bounded organelle,"Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane.",CC
Four,AP1S3,aipysurusLaevis,GO:0006605,protein targeting,"The process of targeting specific proteins to particular regions of the cell, typically membrane-bounded subcellular organelles. Usually requires an organelle specific protein sequence motif.",BP
Four,AP1S3,aipysurusLaevis,GO:0030117,membrane coat,"Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules.",CC
Four,AP1S3,aipysurusLaevis,GO:0015031,protein transport,"The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",BP
Four,AP1S3,aipysurusLaevis,GO:0006886,intracellular protein transport,"The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell.",BP
Four,AP1S3,aipysurusLaevis,GO:0016192,vesicle-mediated transport,"A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",BP
Four,ANPEP,aipysurusLaevis,GO:0005886,plasma membrane,The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.,CC
Four,ANPEP,aipysurusLaevis,GO:0005615,extracellular space,"That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.",CC
Four,ANPEP,aipysurusLaevis,GO:0070062,extracellular exosome,"A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm.",CC
Four,ANPEP,aipysurusLaevis,GO:0009897,external side of plasma membrane,The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface.,CC
Four,ANPEP,aipysurusLaevis,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,"A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi  and Golgi-to-ER transport.",CC
Four,ANPEP,aipysurusLaevis,GO:0008237,metallopeptidase activity,"Catalysis of the hydrolysis of peptide bonds by a mechanism in which water acts as a nucleophile, one or two metal ions hold the water molecule in place, and charged amino acid side chains are ligands for the metal ions.",MF
Four,ANPEP,aipysurusLaevis,GO:0006508,proteolysis,The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.,BP
Four,ANPEP,aipysurusLaevis,GO:0008270,zinc ion binding,Interacting selectively and non-covalently with zinc (Zn) ions.,MF
Four,GSKIP,aipysurusLaevis,GO:0090263,positive regulation of canonical Wnt signaling pathway,"Any process that increases the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
Four,GSKIP,aipysurusLaevis,GO:0005634,nucleus,"A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.",CC
Four,GSKIP,aipysurusLaevis,GO:0005737,cytoplasm,"All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures.",CC
Four,GSKIP,aipysurusLaevis,GO:0006469,negative regulation of protein kinase activity,"Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity.",BP
Four,GSKIP,aipysurusLaevis,GO:0019901,protein kinase binding,"Interacting selectively and non-covalently with a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate.",MF
Four,GSKIP,aipysurusLaevis,GO:0030111,regulation of Wnt signaling pathway,"Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway.",BP
Four,GSKIP,aipysurusLaevis,GO:0034237,protein kinase A regulatory subunit binding,Interacting selectively and non-covalently with one or both of the regulatory subunits of protein kinase A.,MF
Four,GSKIP,aipysurusLaevis,GO:0051018,protein kinase A binding,Interacting selectively and non-covalently with any subunit of protein kinase A.,MF
Four,GSKIP,aipysurusLaevis,GO:0008631,intrinsic apoptotic signaling pathway in response to oxidative stress,"A series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, and ends when the execution phase of apoptosis is triggered.",BP
Four,GSKIP,aipysurusLaevis,GO:0004860,protein kinase inhibitor activity,"Stops, prevents or reduces the activity of a protein kinase, an enzyme which phosphorylates a protein.",MF
Four,GSKIP,aipysurusLaevis,GO:0060828,regulation of canonical Wnt signaling pathway,"Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes.",BP
Four,JPT1,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,JPT1,aipysurusLaevis,GO:0005730,nucleolus,"A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome.",CC
Four,JPT1,aipysurusLaevis,GO:0031965,nuclear membrane,Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space.,CC
Four,VPS54,aipysurusLaevis,GO:0000938,GARP complex,A quatrefoil tethering complex required for retrograde traffic from the early endosome back to the late Golgi and biogenesis of cytoplasmic vesicles.,CC
Four,VPS54,aipysurusLaevis,GO:0005654,nucleoplasm,That part of the nuclear content other than the chromosomes or the nucleolus.,CC
Four,VPS54,aipysurusLaevis,GO:0048471,perinuclear region of cytoplasm,"Cytoplasm situated near, or occurring around, the nucleus.",CC
Four,VPS54,aipysurusLaevis,GO:0005794,Golgi apparatus,"A membrane-bound cytoplasmic organelle of the endomembrane system that further processes the core oligosaccharides (e.g. N-glycans) added to proteins in the endoplasmic reticulum and packages them into membrane-bound vesicles. The Golgi apparatus operates at the intersection of the secretory, lysosomal, and endocytic pathways.",CC
Four,VPS54,aipysurusLaevis,GO:0048873,homeostasis of number of cells within a tissue,Any biological process involved in the maintenance of the steady-state number of cells within a population of cells in a tissue.,BP
Four,VPS54,aipysurusLaevis,GO:0005802,trans-Golgi network,"The network of interconnected tubular and cisternal structures located within the Golgi apparatus on the side distal to the endoplasmic reticulum, from which secretory vesicles emerge. The trans-Golgi network is important in the later stages of protein secretion where it is thought to play a key role in the sorting and targeting of secreted proteins to the correct destination.",CC
Four,VPS54,aipysurusLaevis,GO:0040008,regulation of growth,"Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development.",BP
Four,VPS54,aipysurusLaevis,GO:0007041,lysosomal transport,"The directed movement of substances into, out of or within a lysosome.",BP
Four,VPS54,aipysurusLaevis,GO:0060052,neurofilament cytoskeleton organization,"A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising neurofilaments and their associated proteins.",BP
Four,VPS54,aipysurusLaevis,GO:0050881,musculoskeletal movement,"The movement of an organism or part of an organism using mechanoreceptors, the nervous system, striated muscle and/or the skeletal system.",BP
Four,VPS54,aipysurusLaevis,GO:0042147,"retrograde transport, endosome to Golgi",The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport.,BP
Four,OG64385,aipysurusLaevis,GO:0000786,nucleosome,"A complex comprised of DNA wound around a multisubunit core and associated proteins, which forms the primary packing unit of DNA into higher order structures.",CC
Four,OG64385,aipysurusLaevis,GO:0003677,DNA binding,Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).,MF
Four,OG64385,aipysurusLaevis,GO:0046982,protein heterodimerization activity,Interacting selectively and non-covalently with a nonidentical protein to form a heterodimer.,MF
Four,KIF23,aipysurusLaevis,GO:0008017,microtubule binding,"Interacting selectively and non-covalently with microtubules, filaments composed of tubulin monomers.",MF
Four,KIF23,aipysurusLaevis,GO:0007018,microtubule-based movement,"A microtubule-based process that results in the movement of organelles, other microtubules, or other cellular components.  Examples include motor-driven movement along microtubules and movement driven by polymerization or depolymerization of microtubules.",BP
Four,KIF23,aipysurusLaevis,GO:0003777,microtubule motor activity,"Catalysis of movement along a microtubule, coupled to the hydrolysis of a nucleoside triphosphate (usually ATP).",MF
Four,KIF23,aipysurusLaevis,GO:0005524,ATP binding,"Interacting selectively and non-covalently with ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator.",MF
Four,KIF23,aipysurusLaevis,GO:0045171,intercellular bridge,"A direct connection between the cytoplasm of two cells that is formed following the completion of cleavage furrow ingression during cell division. They are usually present only briefly prior to completion of cytokinesis. However, in some cases, such as the bridges between germ cells during their development, they become stabilised.",CC
Four,KIF23,aipysurusLaevis,GO:0000915,actomyosin contractile ring assembly,"The process of assembly of a ring composed of actin, myosin, and associated proteins that will function in cytokinesis.",BP
